"LF","SD1","VLF","KURT","LF_PCT","SD2","VLF_PCT","SDSD","MEDIAN_RR","MEDIAN_REL_RR","condition"
658.6994506,10.22976591,3346.642954,8.336713197,16.33928283,145.1522438,83.01471286,14.46224731,831.99823,-0.000334888,3
1265.503419,14.35495254,4848.734222,-0.016095799,20.61533885,248.8326365,78.98698454,20.29419593,973.59277,-0.000587309,2
538.8248086,7.604942547,1448.744233,-0.171243858,26.81812462,119.8897076,72.10618878,10.7514249,764.12211,-0.000944741,2
762.1142328,10.72239239,1677.490495,2.240652779,30.33074511,126.5443153,66.76103719,15.15869394,753.545545,-0.001301738,2
903.1909531,8.875412248,691.8013618,-0.217049825,56.00574456,74.67483883,42.89773964,12.54754097,797.70753,-0.001525298,1
779.634602,7.954355446,370.950086,0.094925092,66.81310334,60.53546789,31.78966963,11.24540451,779.87887,-0.001243234,2
1909.519432,16.41096366,1975.652389,0.391666279,49.02826925,127.4755214,50.72627997,23.20086473,1009.4111,-0.001272669,1
1995.808819,14.85710484,6452.599766,1.779627178,23.27262458,263.6614983,75.24214268,21.00410961,700.474325,0.000333051,2
810.4652389,9.91507117,1218.371716,0.58325598,38.98912425,115.900225,58.61231789,14.01735021,818.148775,0.000541256,1
1213.214831,11.94182739,3120.213422,-0.635431715,27.96082713,179.9274818,71.91121133,16.88266012,921.12373,-0.000461518,2
323.9121312,11.15526185,8685.031705,-0.073172307,3.594733946,395.0607316,96.38533197,15.77065957,1172.4014,0.000732215,3
691.5500825,12.33440718,8003.216593,0.352181244,7.897633405,334.3748716,91.39825489,17.43766657,781.740375,0.000421626,1
1441.591017,13.38607219,1653.420705,-0.146303472,46.52346477,106.7164023,53.35969704,18.92444931,1033.78855,-0.001441208,1
569.7789127,9.691938078,2308.474373,0.415509692,19.68856193,103.2662468,79.76873069,13.70189764,893.859205,-0.000295489,3
740.1123253,9.474474881,1454.611178,0.536266253,33.29606153,123.0168039,65.43982801,13.39446084,786.439075,6.09e-05,1
568.1562288,9.254773881,1015.701521,0.037148164,35.14384373,79.26437323,62.82718329,13.08386036,842.964725,-0.000493399,3
1436.61838,10.61060642,975.0708243,2.12721253,58.93325554,97.83223502,39.9995565,15.00065744,783.42472,-0.000936443,2
1806.314262,15.47178667,2180.506798,-0.001999809,45.19656211,128.9861844,54.55939368,21.87311099,993.94882,-0.000971588,1
855.3395525,10.44366904,4215.635577,1.621337759,16.44304088,220.5286621,81.04134541,14.76465109,662.820075,0.000267282,2
429.4419562,7.993549831,1554.345939,0.898575715,21.63942802,117.1016469,78.32294116,11.30081524,1068.08625,0.000200185,3
553.6155565,8.464091444,1446.275558,0.47658837,27.33395429,96.0506892,71.40772965,11.96603957,832.119275,0.000167644,2
965.6254014,11.3817431,2424.956671,-0.4710714,28.3675174,131.1641241,71.23880593,16.09084558,904.76535,0.000263271,2
919.36348,13.10384369,5011.56664,1.028308336,15.50018764,191.3861842,84.49348379,18.52545111,1105.3748,-0.000340182,3
533.5242778,9.022160687,526.2073025,-0.289178854,46.74620616,98.95277414,46.10510912,12.75500537,710.339405,-0.001382783,2
328.5868296,7.09776487,380.8170598,0.499173801,43.60682972,52.01963163,50.53831494,10.03440663,728.83634,0.000473593,2
723.4698735,9.495165245,1282.536171,2.472986413,35.76617164,121.2299094,63.40472561,13.42371167,782.201505,0.000165581,2
1814.509107,15.54959868,2781.744714,-0.298218493,39.44826627,136.3656338,60.47641521,21.98311707,1023.6478,-0.000871913,1
2137.758277,15.20835225,1845.42814,-0.025195397,53.18984043,139.5722355,45.91633644,21.50068275,885.949035,-0.00098367,1
411.5377935,6.913805423,1291.009225,0.282688078,23.90196408,92.40709823,74.98134224,9.77433548,770.59323,0.000362827,1
441.7891161,6.912522697,536.1315629,-0.627165119,43.89123521,87.89859363,53.26404765,9.772522036,752.00825,-0.000999832,2
463.6138277,7.040146513,1037.585524,0.085527044,30.45021376,97.27099707,68.14874608,9.952949155,758.525985,-0.000629703,2
1630.850452,14.79032297,1995.792326,-0.148814194,44.91597749,120.6714777,54.96700392,20.9096973,1014.81975,-0.00076235,1
2547.219856,16.29947674,976.2574866,-0.635930942,69.58512039,110.4145574,26.66946655,23.04325101,726.271775,-0.001943037,1
787.3825626,10.0260742,1342.792511,0.477269719,36.86593921,107.673263,62.87071805,14.17427984,976.76637,1.46e-05,1
772.4907932,9.664834913,2333.971508,1.156126165,24.65531101,184.2213522,74.4925298,13.66358076,854.12329,0.000320852,2
864.7633897,11.61545725,862.4014069,-0.377844177,47.52968094,85.24364371,47.39986012,16.42125703,763.71553,-0.001631764,1
1220.283038,12.72233373,2272.078482,-1.020695232,34.76839819,246.8392204,64.73623487,17.98609453,1007.91345,-0.000326346,1
1943.479368,15.1575,2136.491767,-1.263055366,46.61090022,235.8784658,51.23995975,21.4287908,843.85382,-0.001195469,3
359.850288,7.752909933,393.9394054,0.234927944,45.89197693,67.07092109,50.23938762,10.96061257,791.41443,-0.000649315,1
592.9014961,10.38098629,382.5983394,-0.24846711,55.1321517,59.85545674,35.57668487,14.67603388,751.2759,-0.000333111,1
1257.869984,13.0234834,1708.143562,0.891446046,42.26190103,120.905212,57.39018746,18.41184241,997.92503,-0.000161745,3
882.8876228,9.89200445,1367.39236,-0.078131335,38.96798276,115.8732257,60.35255284,13.98473983,837.347965,-0.000342099,1
422.5648907,7.236227095,741.0868656,0.031759944,36.01290097,115.3985923,63.15879167,10.23015646,895.92236,-0.000735621,3
1088.521141,11.37140076,1647.230869,1.451922893,39.35159975,110.2773133,59.54975741,16.07622418,883.09467,-0.000401124,2
430.7554068,7.055372551,2164.988142,10.91954327,16.49425391,153.4497435,82.90055928,9.974474841,731.602015,0.000220796,2
1453.754431,11.92304274,2038.565514,0.128307188,40.94362783,142.3370729,57.41428257,16.85610348,766.34877,0.000550592,2
932.9714312,12.58993039,5773.238226,1.456510639,13.86524649,314.921178,85.79830891,17.7989104,985.834885,0.000960877,3
641.6509955,11.22544345,5905.607364,-0.854215093,9.788172482,328.1702504,90.08807576,15.86987823,1064.5322,-0.000303762,3
461.9390247,6.640517092,1323.205346,0.144388585,25.56944037,84.64860817,73.24261078,9.387976351,735.51832,-0.000434213,2
864.3331446,8.641877191,616.0451386,-0.095213578,57.82763486,72.85848506,41.21609076,12.21738271,789.412455,-0.001321313,2
1147.407639,12.51560509,2633.405686,-0.293238196,30.23125948,144.776383,69.38351109,17.69383363,933.617025,2.29e-05,2
726.3527775,10.05446875,2870.035994,-0.187456855,20.16369173,160.1583111,79.67274696,14.21442239,931.676755,0.000133944,3
421.8684835,11.45987916,4753.811143,-1.157141424,8.094644964,488.3779655,91.21424076,16.20130979,1309.7566,0.000131642,2
667.8060188,10.19747647,2385.016606,0.609839594,21.60655463,145.7081777,77.16610835,14.41659838,885.86007,0.000344119,2
698.2701859,10.52399493,4592.695811,2.976276444,12.94712152,221.2929461,85.15642223,14.87821117,677.714805,0.00043617,2
608.3923103,9.387001695,4839.714364,-0.096814609,11.12078422,516.7916515,88.46498911,13.27079634,692.99095,-1.93e-05,2
276.4709747,6.081258333,417.7680015,-0.758805387,38.61701143,66.32041718,58.35314793,8.597328888,824.762425,-0.000914877,3
915.5288134,8.40497284,1114.938203,2.776742185,44.29879383,91.06477897,53.94742021,11.88246114,662.14294,0.000937131,2
1174.607428,12.61100793,3233.737354,1.187681542,26.43736254,154.9734634,72.78302924,17.82870861,893.07243,0.000188207,3
514.2325311,8.391158271,1198.194646,-0.062538913,29.74238473,121.8281834,69.30165632,11.8629309,882.696435,2.05e-05,2
454.3670296,10.51297013,3776.06725,-0.757728692,10.7348019,422.3140272,89.21275367,14.86262495,1121.5487,-0.000607584,1
893.956349,11.04111301,3096.482616,-0.127107049,22.38025696,168.861348,77.5206493,15.60928259,951.96113,0.000276491,2
601.6929837,6.917680304,564.6867501,0.395320602,50.37727888,66.49658169,47.27889914,9.77981356,689.446315,0.000132529,2
474.5610771,8.957647364,734.800375,0.848968084,37.86419151,73.96331737,58.6281165,12.66380019,780.573305,-0.000476524,2
2282.505134,16.00933957,1481.774928,-0.319714863,60.14721289,125.8203316,39.04684844,22.63307198,905.315615,-0.002236871,1
568.3282682,11.91186971,5252.473552,-0.935430005,9.758616352,419.1220164,90.1888524,16.84030771,1216.5268,3.97e-05,1
612.1312282,7.417035194,1490.59329,13.06903781,28.70877361,146.1136167,69.90838457,10.48577242,684.57388,0.000323356,2
321.396964,5.802967195,654.0592268,-0.554884896,32.62609137,84.33089428,66.39576126,8.203897083,788.34954,-0.000275757,2
884.1975897,8.27863279,1184.719375,2.979183955,41.99167207,90.10742795,56.26383521,11.70384893,662.337635,0.000910417,2
752.4143296,9.330100174,1758.950872,-0.302578085,29.65000215,96.45521434,69.31406685,13.19035229,803.32235,0.000367958,2
462.7845523,7.076902849,2437.556303,11.22790566,15.87315679,152.162142,83.60632,10.00491312,732.260935,0.000279792,2
897.1876114,11.51934526,4944.621041,1.958351583,15.33857837,292.1779514,84.53466855,16.28537949,996.558185,0.000989666,3
577.4694142,8.20587736,2535.44944,0.599075159,18.24332912,158.3809778,80.09954721,11.60099154,688.8187,0.000746687,2
278.6714122,6.276754994,1119.34254,1.317613076,19.76241388,91.78032293,79.37990619,8.873710682,849.026925,-1.38e-05,2
393.8616604,7.163864739,432.6656848,-0.833007548,45.02765767,76.59349642,49.46387095,10.12785478,737.76617,-0.000446681,2
1395.897168,10.62684513,1610.788893,2.438448131,46.13625572,111.0082495,53.23871272,15.02361478,820.16328,-0.001892605,2
770.8482358,11.62651716,4391.132272,0.700715197,14.88252289,265.4216663,84.77820083,16.43689289,1009.60675,0.000221871,3
706.798408,9.03364533,2648.957507,0.410401527,21.01095869,141.9500349,78.74541896,12.77124169,870.10271,9.22e-05,2
878.0020977,13.21474441,998.0010158,1.504652771,41.94031406,102.9132676,47.67241006,18.68223608,712.54741,-0.000602721,2
855.8869372,12.98095713,5866.584578,-0.442556291,12.58602746,368.1850411,86.269566,18.35172124,954.227615,0.00013183,2
1443.864372,13.55965586,1087.828089,0.114340173,55.95805178,94.62144425,42.15959733,19.1698518,815.42315,-0.000330024,2
302.8972642,6.737601251,297.3105098,0.93640062,47.59205405,51.32075336,46.71424779,9.525228282,719.897645,0.000129684,2
1869.837077,14.58587419,1192.99364,0.930513624,58.3154976,103.5580038,37.20645964,20.62065952,696.60565,-0.002147529,2
1294.567345,13.02516998,1670.574899,-0.077758006,43.33123625,126.0498845,55.9168095,18.4142268,939.567145,-0.001233622,2
585.2072159,8.294738878,1658.222207,-0.26697856,26.03045193,88.28449005,73.75895627,11.72661878,885.02177,-0.00010911,2
390.6510789,6.726591816,921.6927857,0.332423463,29.06966497,74.18535235,68.58627029,9.509663784,724.169055,-0.000118468,2
892.0440727,10.11713779,1404.339566,0.160491717,38.25448427,89.525024,60.22380224,14.30302023,806.854845,0.000126844,2
727.2354072,8.480734748,1864.417193,1.335925443,27.96321264,116.4168137,71.68943355,11.98956891,856.805665,0.000138759,2
389.755062,6.14918732,995.211735,2.230544846,27.67086917,110.4489296,70.65558963,8.693362934,718.37802,-2.29e-05,2
666.2773428,9.274829874,1907.470182,-0.143578767,25.65002558,101.4713623,73.43287218,13.11221435,843.19792,0.00085176,3
2336.236376,16.71088466,3433.410579,-0.015432709,40.47421204,156.6842755,59.48224642,23.62487558,1038.0953,-0.002254107,2
679.5661335,13.18823616,8565.223177,-0.536877599,7.323385614,538.5477288,92.30364655,18.64476027,1211.91345,0.00054906,3
551.1438876,6.919239352,457.0166278,0.597988631,53.11415518,60.41678088,44.04303964,9.782017652,688.219105,0.000311236,2
838.4365806,12.4171334,5383.018845,0.131129754,13.42056288,302.7295331,86.16411135,17.55462009,860.096155,-0.000164646,3
558.993345,8.400477389,2376.395456,-0.881942243,18.94884951,175.3093992,80.55544893,11.87610573,840.77848,0.000257913,2
133.5574121,8.025936048,3953.895213,-1.894491818,3.262158825,794.5902466,96.57445409,11.34660099,1302.5787,0.000426737,2
595.3625485,9.369305912,1675.342228,0.280735545,26.05103711,113.3430731,73.30726913,13.24577907,898.162025,-0.000300159,2
716.7050717,9.193603881,1750.032956,-0.336815203,28.77227289,97.89174296,70.25543388,12.99738177,804.409605,0.000660591,2
579.9063493,6.270144608,689.0707437,1.928950437,44.35694131,73.95703686,52.70690789,8.864365303,565.557905,0.000477842,3
510.6365442,7.040020094,1292.104352,-0.048156051,28.02146997,101.8140577,70.90495911,9.952770431,747.647445,-0.000672381,2
553.2132762,10.31073702,677.1609264,-0.358057479,42.20057991,89.45108887,51.65563628,14.57671955,792.20932,-0.00084663,1
693.5589074,9.391105875,1779.3225,-0.2947145,27.78048248,96.44202162,71.27071259,13.27659859,804.57029,0.000535145,2
1252.436532,11.46667032,1387.503826,0.364486135,47.17266579,118.4408525,52.25993701,16.21091073,905.46701,-0.000328636,1
1247.455858,11.76868517,1636.058606,0.993825764,42.59413472,108.5579013,55.86289905,16.63788175,806.598375,-0.001572714,2
1655.881312,14.77981879,674.0295125,-0.171651389,69.94671118,81.30049728,28.47193654,20.8948471,814.674155,-0.002810926,2
820.3010966,12.38969885,3397.785686,1.547651406,18.19257041,181.3910476,75.35581217,17.51583471,522.61883,-0.000850665,1
366.5514082,6.928365798,2173.044004,5.337335994,14.25542658,103.564667,84.51111784,9.794920089,721.55213,0.000119527,2
449.4478017,7.268075913,515.3652482,-0.502101767,45.07807819,88.47454473,51.68937276,10.27518247,752.536945,-0.000735193,2
473.7786262,7.235631726,1051.897102,1.632339742,30.53494692,79.39506756,67.79457834,10.22931476,766.003285,-0.000399745,1
528.2013098,8.989045861,453.454487,-0.418839986,51.19397627,66.11718235,43.94941439,12.70818956,782.061935,-0.001044297,2
1425.887762,13.94766096,2297.570195,0.853882734,37.86886912,127.1237681,61.01909797,19.71839081,877.467035,-0.00013764,1
2198.965156,15.6289092,902.6418609,-0.528367963,68.31837913,104.4724078,28.04365895,22.09524167,713.607715,-0.00286801,2
999.7186744,10.17771541,1637.346988,-0.070410244,37.32721859,90.58888307,61.1348077,14.38866134,798.75374,0.000311133,2
447.334457,10.4827608,4437.301968,-0.96179059,9.143887032,458.9720749,90.70212969,14.81991675,1330.06355,0.000151423,2
