"TP","LF_PCT","LF","MEAN_RR","VLF_PCT","RMSSD","SDRR","KURT_REL_RR","pNN50","RMSSD_REL_RR","condition"
4031.385328,16.33928283,658.6994506,840.101576,83.01471286,14.46354007,102.892716,8.336713197,1,0.008586893,3
6138.649615,20.61533885,1265.503419,993.5204534,78.98698454,20.29421339,176.243788,-0.016095799,2.866666667,0.011208721,2
2009.181538,26.81812462,538.8248086,756.242809,72.10618878,10.75202809,84.9452092,-0.171243858,0,0.007620823,2
2512.678901,30.33074511,762.1142328,736.8415207,66.76103719,15.16012283,89.80098395,2.240652779,0.133333333,0.01240036,2
1612.675557,56.00574456,903.1909531,799.753761,42.89773964,12.5477609,53.17473317,-0.217049825,0,0.00709097,1
1166.888773,66.81310334,779.634602,780.3814128,31.78966963,11.24540473,43.17299297,0.094925092,0,0.006680008,2
3894.731469,49.02826925,1909.519432,1008.522487,50.72627997,23.20094855,90.88269441,0.391666279,2.333333333,0.011861016,1
8575.77886,23.27262458,1995.808819,738.6445523,75.24214268,21.00416931,186.7325885,1.779627178,3.266666667,0.016614349,2
2078.695674,38.98912425,810.4652389,808.7197062,58.61231789,14.01761169,82.25317861,0.58325598,0.866666667,0.009718787,1
4338.980479,27.96082713,1213.214831,937.9118765,71.91121133,16.88281826,127.5078545,-0.635431715,1.066666667,0.0069844,2
9010.740044,3.594733946,323.9121312,1172.569202,96.38533197,15.78352359,279.4614656,-0.073172307,1.133333333,0.00441731,3
8756.421665,7.897633405,691.5500825,855.366947,91.39825489,17.43947019,236.5995482,0.352181244,1.866666667,0.013734092,1
3098.632107,46.52346477,1441.591017,1036.843296,53.35969704,18.92451392,76.05122435,-0.146303472,0.533333333,0.008455041,1
2893.959015,19.68856193,569.7789127,892.3392825,79.76873069,13.70190151,73.34115964,0.415509692,0,0.007600454,3
2222.822434,33.29606153,740.1123253,773.508609,65.43982801,13.39447569,87.24362361,0.536266253,0.6,0.009247928,1
1616.659331,35.14384373,568.1562288,843.3009336,62.82718329,13.08395145,56.42912237,0.037148164,0.266666667,0.009266091,3
2437.704089,58.93325554,1436.61838,774.6819589,39.9995565,15.00066463,69.58351521,2.12721253,1.333333333,0.008925112,2
3996.574469,45.19656211,1806.314262,991.0579937,54.55939368,21.87379222,91.86079673,-0.001999809,1.333333333,0.011139719,1
5201.833157,16.44304088,855.3395525,657.210361,81.04134541,14.76573279,156.1120768,1.621337759,1.2,0.018610113,2
1984.534692,21.63942802,429.4419562,1055.528496,78.32294116,11.30086476,82.99606177,0.898575715,0,0.004118761,3
2025.376755,27.33395429,553.6155565,827.0442924,71.40772965,11.96641256,68.1812868,0.47658837,0,0.007616128,2
3403.982759,28.3675174,965.6254014,888.2898238,71.23880593,16.09105817,93.09557326,-0.4710714,0.266666667,0.008762101,2
5931.305487,15.50018764,919.36348,1110.488608,84.49348379,18.52545217,135.6473041,1.028308336,0.733333333,0.005695053,3
1141.321022,46.74620616,533.5242778,714.0265848,46.10510912,12.75502214,70.26041166,-0.289178854,0.066666667,0.012803927,2
753.5214821,43.60682972,328.5868296,726.8149085,50.53831494,10.03447814,37.12425313,0.499173801,0,0.008888941,2
2022.776944,35.76617164,723.4698735,779.1991404,63.40472561,13.42377378,85.98502511,2.472986413,0.333333333,0.00911112,2
4599.71826,39.44826627,1814.509107,1028.929259,60.47641521,21.98314877,97.04992557,-0.298218493,2,0.009353489,1
4019.110153,53.18984043,2137.758277,882.0573071,45.91633644,21.50084022,99.27664101,-0.025195397,1.333333333,0.012321571,1
1721.77396,23.90196408,411.5377935,766.2531716,74.98134224,9.774335684,65.52431803,0.282688078,0,0.006389766,1
1006.554302,43.89123521,441.7891161,746.6005451,53.26404765,9.772591659,62.3455922,-0.627165119,0,0.007622013,2
1522.530618,30.45021376,463.6138277,754.6471248,68.14874608,9.953006998,68.96089665,0.085527044,0,0.007040787,2
3630.891597,44.91597749,1630.850452,1019.354584,54.96700392,20.90998186,85.96615377,-0.148814194,1.333333333,0.00963648,1
3660.581229,69.58512039,2547.219856,731.4425649,26.66946655,23.04338969,78.92099668,-0.635930942,2.066666667,0.017390855,1
2135.799547,36.86593921,787.3825626,969.1865139,62.87071805,14.17448038,76.46585427,0.477269719,0.866666667,0.006887667,1
3133.161828,24.65531101,772.4907932,832.1089506,74.4925298,13.66365569,130.4433126,1.156126165,1.066666667,0.00963611,2
1819.41762,47.52968094,864.7633897,762.4536918,47.39986012,16.42125921,60.8333693,-0.377844177,0.066666667,0.013903101,1
3509.74765,34.76839819,1220.283038,962.2229714,64.73623487,17.98689743,174.7733654,-1.020695232,1.4,0.009928903,1
4169.581276,46.61090022,1943.479368,832.2037042,51.23995975,21.42881603,167.1352752,-1.263055366,3.133333333,0.015164113,3
784.1246162,45.89197693,359.850288,788.8900453,50.23938762,10.960742,47.74209918,0.234927944,0,0.008632406,1
1075.418749,55.1321517,592.9014961,748.6547513,35.57668487,14.67607754,42.95602739,-0.24846711,0.066666667,0.013807847,1
2976.368676,42.26190103,1257.869984,986.4682792,57.39018746,18.41191671,85.98744505,0.891446046,1.266666667,0.009187788,3
2265.674434,38.96798276,882.8876228,836.4240846,60.35255284,13.9848644,82.23276775,-0.078131335,0,0.007903695,1
1173.370874,36.01290097,422.5648907,897.0765562,63.15879167,10.2304081,81.75939728,0.031759944,0,0.006111756,3
2766.142032,39.35159975,1088.521141,876.4387229,59.54975741,16.07627117,78.39130877,1.451922893,0.4,0.009691352,2
2611.548294,16.49425391,430.7554068,747.9671326,82.90055928,9.974485177,108.6199845,10.91954327,0.333333333,0.006046973,2
3550.624379,40.94362783,1453.754431,756.8311772,57.41428257,16.85621865,101.0000032,0.128307188,2.2,0.012038208,2
6728.848504,13.86524649,932.9714312,991.3391025,85.79830891,17.79904079,222.8607802,1.456510639,1.933333333,0.01160326,3
6555.370746,9.788172482,641.6509955,1083.946064,90.08807576,15.87091823,232.187127,-0.854215093,1.866666667,0.006655491,3
1806.605925,25.56944037,461.9390247,733.2891053,73.24261078,9.388606069,60.03950089,0.144388585,0,0.006412065,2
1494.671443,57.82763486,864.3331446,791.0720894,41.21609076,12.2174424,51.87986549,-0.095213578,0.266666667,0.00690813,2
3795.434455,30.23125948,1147.407639,914.4555777,69.38351109,17.69475145,102.7541762,-0.293238196,1.2,0.009564059,2
3602.28071,20.16369173,726.3527775,937.5361721,79.67274696,14.21498203,113.4719722,-0.187456855,0.466666667,0.00581228,3
5211.698418,8.094644964,421.8684835,1201.671043,91.21424076,16.20721797,345.4304315,-1.157141424,1.8,0.009639662,2
3090.756625,21.60655463,667.8060188,883.6450765,77.16610835,14.4166667,103.2832551,0.609839594,0.933333333,0.009604641,2
5393.246558,12.94712152,698.2701859,718.5053091,85.15642223,14.87826395,156.6545921,2.976276444,1.933333333,0.013637543,2
5470.768055,11.12078422,608.3923103,847.7591793,88.46498911,13.29189816,365.4871591,-0.096814609,0.6,0.015197547,2
715.9305304,38.61701143,276.4709747,820.2561273,58.35314793,8.597332688,47.09235308,-0.758805387,0,0.006390643,3
2066.712735,44.29879383,915.5288134,668.2972465,53.94742021,11.88258571,64.66621041,2.776742185,0.466666667,0.009116008,2
4442.98264,26.43736254,1174.607428,889.3702314,72.78302924,17.82875958,109.9450133,1.187681542,2.066666667,0.010538517,3
1728.95528,29.74238473,514.2325311,865.1265716,69.30165632,11.86324195,86.34963174,-0.062538913,0,0.007609972,2
4232.654071,10.7348019,454.3670296,1209.530999,89.21275367,14.86262499,298.7136255,-0.757728692,0.6,0.006243935,1
3994.397163,22.38025696,893.956349,956.0342176,77.5206493,15.60975756,119.6579731,-0.127107049,0.266666667,0.006351509,2
1194.373728,50.37727888,601.6929837,695.9167813,47.27889914,9.779912179,47.27393403,0.395320602,0,0.007110387,2
1253.324205,37.86419151,474.5610771,777.0616996,58.6281165,12.66426555,52.68212108,0.848968084,0.4,0.010204223,2
3794.864342,60.14721289,2282.505134,902.6613724,39.04684844,22.63307543,89.68571455,-0.319714863,1.466666667,0.012746843,1
5823.861167,9.758616352,568.3282682,1211.084224,90.1888524,16.84035382,296.4836904,-0.935430005,2.266666667,0.006375198,1
2132.209604,28.70877361,612.1312282,705.8653852,69.90838457,10.48827262,103.450958,13.06903781,0.2,0.007166174,2
985.0918408,32.62609137,321.396964,782.0198487,66.39576126,8.203961388,59.77195897,-0.554884896,0,0.005250203,2
2105.649873,41.99167207,884.1975897,667.6642012,56.26383521,11.7040048,63.98392116,2.979183955,0.466666667,0.008984862,2
2537.653541,29.65000215,752.4143296,806.6751132,69.31406685,13.19142404,68.52247494,-0.302578085,0.266666667,0.007874318,2
2915.516797,15.87315679,462.7845523,749.1711873,83.60632,10.00543393,107.711188,11.22790566,0.333333333,0.006003685,2
5849.222722,15.33857837,897.1876114,992.8010209,84.53466855,16.28542429,206.7615179,1.958351583,1.2,0.009876738,3
3165.373,18.24332912,577.4694142,700.8139834,80.09954721,11.60107782,112.1424776,0.599075159,0.266666667,0.00945948,2
1410.108167,19.76241388,278.6714122,844.3001532,79.37990619,8.87597175,65.05007813,1.317613076,0,0.005464973,2
874.7105241,45.02765767,393.8616604,738.7139631,49.46387095,10.12813633,54.39616095,-0.833007548,0,0.009061301,2
3025.596997,46.13625572,1395.897168,815.5660496,53.23871272,15.02363604,78.85353924,2.438448131,0.066666667,0.007993122,2
5179.553504,14.88252289,770.8482358,1022.524927,84.77820083,16.43997198,187.8614341,0.700715197,1.333333333,0.008798348,3
3363.951252,21.01095869,706.798408,879.7868129,78.74541896,12.7713081,100.5768839,0.410401527,0.133333333,0.005710623,2
2093.456183,41.94031406,878.0020977,700.6739793,47.67241006,18.68262178,73.36814746,1.504652771,2.466666667,0.019805012,2
6800.29453,12.58602746,855.8869372,969.2123768,86.269566,18.35304258,260.5078979,-0.442556291,2.866666667,0.014193933,2
2580.262046,55.95805178,1443.864372,812.1639658,42.15959733,19.16991026,67.59098305,0.114340173,0.4,0.013097217,2
636.4450331,47.59205405,302.8972642,720.4656869,46.71424779,9.525228317,36.60064888,0.93640062,0,0.008622942,2
3206.415368,58.3154976,1869.837077,708.1130097,37.20645964,20.62070458,73.94933358,0.930513624,1.266666667,0.01713014,2
2987.607687,43.33123625,1294.567345,932.8331529,55.9168095,18.41424332,89.6053247,-0.077758006,1,0.010499402,2
2248.163872,26.03045193,585.2072159,880.9738438,73.75895627,11.7266208,62.70149072,-0.26697856,0,0.004689395,2
1343.844448,29.06966497,390.6510789,726.36918,68.58627029,9.51014539,52.67216314,0.332423463,0,0.007409703,2
2331.867988,38.25448427,892.0440727,804.8178104,60.22380224,14.30302202,63.70669666,0.160491717,0.6,0.009091393,2
2600.686183,27.96321264,727.2354072,871.9447576,71.68943355,11.98957238,82.53725636,1.335925443,1,0.006184658,2
1408.539282,27.67086917,389.755062,706.1986414,70.65558963,8.693367123,78.22013348,2.230544846,0,0.006824583,2
2597.569896,25.65002558,666.2773428,842.011406,73.43287218,13.11221444,72.0501903,-0.143578767,0.066666667,0.00787108,3
5772.160242,40.47421204,2336.236376,1034.036257,59.48224642,23.62531685,111.4208595,-0.015432709,3.666666667,0.009137297,2
9279.398481,7.323385614,679.5661335,1128.473591,92.30364655,18.64480937,380.9249176,-0.536877599,2.733333333,0.015637705,3
1037.659143,53.11415518,551.1438876,693.3644122,44.04303964,9.782057114,43.00036793,0.597988631,0,0.007319609,2
6247.402498,13.42056288,838.4365806,932.6790147,86.16411135,17.55838504,214.2421007,0.131129754,1.866666667,0.010058241,3
2950.012056,18.94884951,558.993345,829.9697624,80.55544893,11.87613308,124.1047007,-0.881942243,0.333333333,0.006818683,2
4094.141924,3.262158825,133.5574121,1186.343959,96.57445409,11.36976402,561.8888127,-1.894491818,0.6,0.005150851,2
2285.369852,26.05103711,595.3625485,881.4302848,73.30726913,13.24578426,80.41901552,0.280735545,0.133333333,0.008031913,2
2490.957438,28.77227289,716.7050717,806.435446,70.25543388,12.99741761,69.52451255,-0.336815203,0.133333333,0.007488589,2
1307.363249,44.35694131,579.9063493,574.2396034,52.70690789,8.864414386,52.48313069,1.928950437,0.133333333,0.008714656,3
1822.304628,28.02146997,510.6365442,742.7169808,70.90495911,9.953238417,72.16531099,-0.048156051,0,0.006796127,2
1310.91392,42.20057991,553.2132762,796.472157,51.65563628,14.5767519,63.67027799,-0.358057479,0.066666667,0.012623483,1
2496.568977,27.78048248,693.5589074,807.5791877,71.27071259,13.27661445,68.51735694,-0.2947145,0.266666667,0.007828005,2
2655.00478,47.17266579,1252.436532,897.1305811,52.25993701,16.21145753,84.14190418,0.364486135,0.2,0.008634171,1
2928.703368,42.59413472,1247.455858,802.6260661,55.86289905,16.6378857,77.2117863,0.993825764,1.333333333,0.011293282,2
2367.346919,69.94671118,1655.881312,814.8018321,28.47193654,20.89490825,58.43035984,-0.171651389,0.533333333,0.014062982,2
4508.989538,18.19257041,820.3010966,563.0694473,75.35581217,17.5162584,128.561691,1.547651406,1.466666667,0.025772831,1
2571.311396,14.25542658,366.5514082,730.3925483,84.51111784,9.79493523,73.39496751,5.337335994,0,0.007525818,2
997.0429523,45.07807819,449.4478017,747.7652862,51.68937276,10.2752376,62.77168945,-0.502101767,0,0.007972862,2
1551.594727,30.53494692,473.7786262,764.2440957,67.79457834,10.22931479,56.3734473,1.632339742,0.066666667,0.007175834,1
1031.764571,51.19397627,528.2013098,782.7565836,43.94941439,12.70824685,47.18201324,-0.418839986,0,0.010129015,2
3765.329662,37.86886912,1425.887762,862.7350154,61.01909797,19.71877246,90.42950199,0.853882734,2.933333333,0.013114538,1
3218.702176,68.31837913,2198.965156,724.2181075,28.04365895,22.09545888,74.69520331,-0.528367963,2.066666667,0.016474684,2
2678.256544,37.32721859,999.7186744,799.3660521,61.1348077,14.3888065,64.4590243,-0.070410244,0.6,0.009243349,2
4892.169549,9.143887032,447.334457,1232.558199,90.70212969,14.82936424,324.6269042,-0.96179059,1.133333333,0.006133985,2
6513.062247,13.38667971,871.8827822,937.4913003,85.44229626,18.13803695,260.5873969,-0.253860228,2.8,0.014201219,2
1701.901931,23.71253321,403.5640606,714.4660971,74.48499262,9.691950555,64.59853748,-0.278636141,0,0.007741513,2
2801.234672,63.59700039,1781.501226,703.4331084,32.19357671,19.85932886,67.86531497,1.035231257,0.6,0.016011283,2
1897.58369,34.62319317,657.0040667,799.745502,61.95102965,15.01058578,71.49725341,-0.188486912,0.066666667,0.012171705,1
5611.682481,11.98279887,672.4366247,714.6858798,86.24458677,14.93004014,160.3302084,2.661168385,1.933333333,0.013790484,2
2034.143972,22.48062273,457.288232,616.4199126,75.88255746,8.911727173,72.20817802,5.78215443,0.2,0.007423736,2
2690.325698,60.71421633,1633.410164,837.185454,38.31056864,19.24615896,70.95296604,0.647808915,0.2,0.011780874,3
2805.899188,20.37251907,571.6323471,892.4498206,79.08307599,13.68447129,73.44738584,0.402883356,0,0.007603621,3
2585.91311,45.46069124,1175.573975,835.610696,52.74359002,18.13313333,69.88135187,0.372849095,0.6,0.012320766,1
1759.090218,22.11183588,388.9671422,609.5054239,76.13912868,8.693349695,72.1602314,6.673702073,0.2,0.007589901,2
890.4961105,31.95140217,284.5259935,820.380577,65.76793489,8.766655119,50.37481113,-0.501993896,0,0.006495088,3
1589.044873,38.06529831,604.8746711,851.3226957,59.58419903,13.31336984,52.97365496,0.765381268,0.133333333,0.009137548,2
1807.693946,25.2417484,456.2935577,854.7508812,74.14500149,10.34952453,64.05056183,1.307695304,0,0.005585077,2
2090.987817,43.08319656,900.8643915,693.2501923,44.56225565,18.69467832,72.59142133,1.236538049,2.466666667,0.019915308,2
3759.477233,49.53014292,1862.074447,965.9413563,49.9679414,22.93906236,86.47478488,0.276337932,2.2,0.0126874,1
1961.179897,70.27523781,1378.223837,815.0611959,27.57130585,19.45184386,54.55159421,-0.111779837,0.266666667,0.013357758,2
3961.631389,13.19727433,522.8273623,936.6542149,86.1360402,13.24296426,363.0483974,-0.801679376,1,0.008933595,2
2311.502938,25.93085447,599.3924631,885.1789346,73.43728566,12.98019726,75.51271479,-0.099481791,0,0.007310643,3
3018.607436,29.46550536,889.4479357,666.0205696,61.51689585,17.64472178,122.4016704,-1.050338534,1.466666667,0.021741198,2
2921.277132,37.2183913,1087.252354,795.4657385,61.27904936,15.60848865,77.45967347,0.685672244,0.866666667,0.010579211,2
2769.525861,30.99909732,858.5280172,807.6632705,67.99753614,13.86174362,73.69282794,-0.29149524,0.533333333,0.008200423,2
3765.993132,12.14627751,457.4279768,1014.255073,87.54537727,13.50077288,343.349445,-1.236698673,0.733333333,0.007602384,2
1930.848272,38.58878989,745.0909826,972.1361553,61.15482149,14.11768519,72.04820868,0.493256329,0.933333333,0.00687041,1
2631.6142,16.09076715,423.446913,736.0644734,81.9408694,12.00802401,122.6598702,3.869049633,0,0.009537287,2
3834.272871,23.24769951,891.3802354,766.8494529,75.69477273,13.61668015,169.4355907,3.487953944,0.133333333,0.009164177,3
2684.958445,20.17372034,541.6560081,937.3578666,79.68689731,11.95191688,73.91907629,-0.412464913,0.2,0.005082335,3
1634.992757,34.25242967,560.024744,934.1157528,65.21928038,12.32735163,64.69767285,-0.070316198,0,0.006511095,2
